absence_days,biology_score,career_aspiration,chemistry_score,economics_score,email,english_score,extracurricular_activities,first_name,gender,geography_score,history_score,id,last_name,math_score,part_time_job,physics_score,weekly_self_study_hours
7,77,Software Engineer,69,,angela.thomas.228@gslingacademy.com,91,True,Angela,female,96,78,228,Thomas,95,False,91,38
3,89,Real Estate Developer,98,,roberto.evans.229@gslingacademy.com,85,False,Roberto,male,92,95,229,Evans,87,False,61,6
7,67,Unknown,86,,christopher.perez.230@gslingacademy.com,94,False,Christopher,male,68,64,230,Perez,62,False,65,9
2,100,Software Engineer,94,,william.torres.231@gslingacademy.com,87,False,William,male,89,91,231,Torres,90,True,88,36
3,86,Software Engineer,61,,lisa.gardner.232@gslingacademy.com,92,False,Lisa,female,94,88,232,Gardner,94,False,88,35
1,92,Government Officer,88,,catherine.owens.233@gslingacademy.com,80,False,Catherine,female,91,87,233,Owens,97,False,79,7
5,90,Designer,84,,keith.summers.234@gslingacademy.com,87,True,Keith,male,71,88,234,Summers,98,False,92,14
1,82,Software Engineer,95,,linda.adams.235@gslingacademy.com,75,False,Linda,female,84,67,235,Adams,97,False,88,28
7,72,Business Owner,56,,michael.wright.236@gslingacademy.com,74,True,Michael,male,80,89,236,Wright,82,True,81,0
2,85,Lawyer,81,,kyle.james.237@gslingacademy.com,94,True,Kyle,male,73,98,237,James,87,False,95,27
0,63,Construction Engineer,94,,christopher.cook.238@gslingacademy.com,72,False,Christopher,male,75,80,238,Cook,90,False,92,24
2,81,Unknown,95,,john.conley.239@gslingacademy.com,76,False,John,male,91,74,239,Conley,82,False,77,30
6,70,Software Engineer,64,,david.barnett.240@gslingacademy.com,93,False,David,male,67,72,240,Barnett,91,False,90,32
0,100,Software Engineer,76,,peter.garner.241@gslingacademy.com,92,False,Peter,male,87,81,241,Garner,99,False,89,39
6,63,Business Owner,64,,douglas.stewart.242@gslingacademy.com,61,True,Douglas,male,79,62,242,Stewart,82,False,85,2
6,78,Banker,87,,heidi.jones.243@gslingacademy.com,82,False,Heidi,female,86,95,243,Jones,75,False,84,16
1,94,Banker,71,,jeremy.daniels.244@gslingacademy.com,92,False,Jeremy,male,65,78,244,Daniels,86,True,61,27
4,74,Accountant,96,94.0,dustin.dodson.245@gslingacademy.com,68,True,Dustin,male,69,62,245,Dodson,90,False,97,24
4,30,Accountant,78,89.0,christopher.cohen.246@gslingacademy.com,78,False,Christopher,male,88,64,246,Cohen,93,False,92,23
1,78,Government Officer,66,,willie.ellis.247@gslingacademy.com,76,False,Willie,male,93,89,247,Ellis,84,False,94,15
3,99,Stock Investor,96,,robert.hawkins.248@gslingacademy.com,92,False,Robert,male,79,70,248,Hawkins,84,False,68,25
2,62,Software Engineer,72,,stacy.jordan.249@gslingacademy.com,80,False,Stacy,female,83,84,249,Jordan,92,False,88,26
3,92,Lawyer,99,,robert.swanson.250@gslingacademy.com,86,True,Robert,male,97,92,250,Swanson,90,False,94,35
3,47,Artist,43,,holly.henderson.251@gslingacademy.com,84,True,Holly,female,39,93,251,Henderson,37,False,40,4
1,83,Designer,73,,debra.valdez.252@gslingacademy.com,76,True,Debra,female,94,63,252,Valdez,69,False,88,11
1,91,Game Developer,65,,vincent.robertson.253@gslingacademy.com,67,False,Vincent,male,84,80,253,Robertson,91,False,88,22
0,41,Accountant,92,91.0,karen.spencer.254@gslingacademy.com,90,False,Karen,female,78,72,254,Spencer,98,False,80,21
3,99,Unknown,86,,nathan.riley.255@gslingacademy.com,86,False,Nathan,male,93,85,255,Riley,85,False,92,35
7,93,Software Engineer,97,,andrea.sutton.256@gslingacademy.com,87,True,Andrea,female,100,87,256,Sutton,99,False,90,28
7,73,Accountant,62,89.0,tracey.turner.257@gslingacademy.com,75,True,Tracey,female,93,95,257,Turner,96,False,92,14
7,62,Business Owner,97,,tammy.olsen.258@gslingacademy.com,74,True,Tammy,female,80,56,258,Olsen,80,True,87,1
9,80,Business Owner,51,,sheila.wilkinson.259@gslingacademy.com,84,True,Sheila,female,70,71,259,Wilkinson,73,False,73,0
2,76,Construction Engineer,65,,nathan.padilla.260@gslingacademy.com,95,False,Nathan,male,62,65,260,Padilla,91,False,90,12
3,90,Software Engineer,96,,sarah.santiago.261@gslingacademy.com,96,False,Sarah,female,90,91,261,Santiago,97,False,86,32
4,42,Artist,42,,christopher.cruz.262@gslingacademy.com,80,True,Christopher,male,47,94,262,Cruz,40,False,47,4
2,81,Unknown,72,,nicholas.sanders.263@gslingacademy.com,67,False,Nicholas,male,67,68,263,Sanders,79,True,63,16
3,80,Lawyer,76,,jessica.waters.264@gslingacademy.com,92,True,Jessica,female,80,93,264,Waters,91,False,77,31
5,60,Business Owner,77,,james.miller.265@gslingacademy.com,88,True,James,male,79,66,265,Miller,73,False,80,4
3,79,Unknown,97,,adam.kane.266@gslingacademy.com,86,False,Adam,male,63,94,266,Kane,97,False,81,19
3,80,Banker,96,,patricia.gonzalez.267@gslingacademy.com,99,True,Patricia,female,76,86,267,Gonzalez,100,False,74,15
1,98,Doctor,70,,whitney.holmes.268@gslingacademy.com,66,False,Whitney,female,76,75,268,Holmes,77,False,84,30
7,84,Banker,71,,rachel.hamilton.269@gslingacademy.com,92,False,Rachel,female,99,64,269,Hamilton,94,False,100,17
2,80,Software Engineer,75,,melissa.marshall.270@gslingacademy.com,81,False,Melissa,female,60,68,270,Marshall,98,False,93,39
1,94,Business Owner,95,,jacob.henderson.271@gslingacademy.com,71,True,Jacob,male,75,71,271,Henderson,81,False,98,3
7,87,Business Owner,66,,melissa.huerta.272@gslingacademy.com,62,True,Melissa,female,73,64,272,Huerta,78,False,58,4
0,100,Unknown,95,,kevin.camacho.273@gslingacademy.com,70,False,Kevin,male,94,70,273,Camacho,85,False,73,25
10,58,Business Owner,79,,anthony.martinez.274@gslingacademy.com,52,True,Anthony,male,77,91,274,Martinez,82,True,67,1
1,67,Lawyer,74,,randy.rodriguez.275@gslingacademy.com,92,True,Randy,male,82,94,275,Rodriguez,90,False,82,24
1,73,Software Engineer,66,,patrick.vazquez.276@gslingacademy.com,68,False,Patrick,male,70,92,276,Vazquez,95,False,88,34
7,84,Business Owner,91,,kim.flores.277@gslingacademy.com,92,True,Kim,female,79,73,277,Flores,82,True,61,1
1,75,Lawyer,74,,robert.salazar.278@gslingacademy.com,87,True,Robert,male,98,93,278,Salazar,76,False,96,33
1,90,Designer,60,,victoria.vasquez.279@gslingacademy.com,82,True,Victoria,female,72,98,279,Vasquez,71,False,96,18
3,91,Banker,71,,ricardo.macias.280@gslingacademy.com,84,False,Ricardo,male,98,60,280,Macias,95,False,87,10
7,69,Software Engineer,93,,brandi.bauer.281@gslingacademy.com,75,True,Brandi,female,97,88,281,Bauer,92,False,91,37
5,89,Scientist,97,,jorge.roth.282@gslingacademy.com,64,False,Jorge,male,91,95,282,Roth,86,False,94,42
3,77,Lawyer,76,,benjamin.davis.283@gslingacademy.com,94,True,Benjamin,male,92,99,283,Davis,85,False,83,30
4,47,Artist,47,,nancy.pierce.284@gslingacademy.com,85,True,Nancy,female,45,91,284,Pierce,48,True,43,6
2,69,Stock Investor,63,,catherine.weiss.285@gslingacademy.com,88,False,Catherine,female,100,82,285,Weiss,80,False,94,28
5,99,Doctor,75,,jacob.perez.286@gslingacademy.com,68,True,Jacob,male,84,73,286,Perez,66,False,62,29
7,83,Lawyer,100,,penny.zuniga.287@gslingacademy.com,87,True,Penny,female,94,94,287,Zuniga,84,False,60,30
4,61,Unknown,60,,anthony.cox.288@gslingacademy.com,98,False,Anthony,male,77,95,288,Cox,81,False,76,31
8,78,Business Owner,67,,angela.nelson.289@gslingacademy.com,51,True,Angela,female,80,64,289,Nelson,83,False,84,1
6,87,Software Engineer,94,,lisa.white.290@gslingacademy.com,90,False,Lisa,female,86,70,290,White,92,False,89,32
2,74,Teacher,61,,robin.parker.291@gslingacademy.com,80,True,Robin,female,64,81,291,Parker,64,False,61,25
1,75,Game Developer,67,,cynthia.shields.292@gslingacademy.com,94,False,Cynthia,female,93,67,292,Shields,91,True,88,28
8,36,Accountant,87,89.0,pamela.wilkinson.293@gslingacademy.com,96,False,Pamela,female,86,88,293,Wilkinson,94,False,84,32
2,66,Banker,99,,brenda.nichols.294@gslingacademy.com,93,False,Brenda,female,86,82,294,Nichols,95,False,93,12
6,70,Designer,100,,laura.rodriguez.295@gslingacademy.com,76,True,Laura,female,81,92,295,Rodriguez,72,True,67,11
2,68,Government Officer,90,,julie.carey.296@gslingacademy.com,83,True,Julie,female,89,89,296,Carey,68,False,68,15
3,70,Accountant,68,89.0,barbara.andrews.297@gslingacademy.com,80,False,Barbara,female,73,69,297,Andrews,96,False,78,31
2,65,Game Developer,60,,tracy.johnson.298@gslingacademy.com,90,False,Tracy,male,97,74,298,Johnson,88,False,89,26
1,84,Unknown,77,,sarah.oconnor.299@gslingacademy.com,63,False,Sarah,female,64,92,299,Oconnor,81,False,94,2
3,87,Software Engineer,85,,joseph.landry.300@gslingacademy.com,90,False,Joseph,male,76,60,300,Landry,94,False,89,37
1,78,Stock Investor,72,,terry.chen.301@gslingacademy.com,60,True,Terry,male,81,72,301,Chen,88,False,70,11
10,74,Banker,82,,heather.faulkner.302@gslingacademy.com,98,False,Heather,female,95,62,302,Faulkner,77,False,97,26
3,67,Accountant,71,89.0,wanda.baxter.303@gslingacademy.com,74,False,Wanda,female,89,81,303,Baxter,93,False,99,22
1,90,Government Officer,65,,amanda.davis.304@gslingacademy.com,78,True,Amanda,female,86,89,304,Davis,65,False,66,12
10,70,Business Owner,63,,gina.powell.305@gslingacademy.com,61,True,Gina,female,83,55,305,Powell,76,True,76,4
3,62,Banker,91,,sabrina.hall.306@gslingacademy.com,78,False,Sabrina,female,91,60,306,Hall,77,False,61,34
0,62,Teacher,70,,lauren.miller.307@gslingacademy.com,80,False,Lauren,female,75,87,307,Miller,66,False,88,25
5,94,Doctor,81,,jessica.diaz.308@gslingacademy.com,74,False,Jessica,female,71,80,308,Diaz,67,False,82,43
2,61,Real Estate Developer,96,,ashley.garcia.309@gslingacademy.com,61,False,Ashley,female,93,87,309,Garcia,84,False,90,1
2,95,Software Engineer,97,,miranda.johnson.310@gslingacademy.com,77,False,Miranda,female,88,64,310,Johnson,96,False,90,33
4,75,Business Owner,62,,tracy.johnston.311@gslingacademy.com,79,True,Tracy,female,79,55,311,Johnston,81,True,54,2
1,93,Scientist,96,,erik.butler.312@gslingacademy.com,87,False,Erik,male,70,90,312,Butler,93,False,99,33
4,81,Scientist,91,,tiffany.jones.313@gslingacademy.com,69,True,Tiffany,female,90,98,313,Jones,85,False,99,44
4,92,Teacher,99,,brandy.campbell.314@gslingacademy.com,89,False,Brandy,female,96,80,314,Campbell,80,False,98,15
2,91,Unknown,90,,joel.hicks.315@gslingacademy.com,91,False,Joel,male,99,87,315,Hicks,85,False,87,35
4,79,Software Engineer,76,,john.miller.316@gslingacademy.com,65,False,John,male,74,93,316,Miller,96,False,91,38
0,90,Unknown,88,,nancy.jones.317@gslingacademy.com,68,False,Nancy,female,100,60,317,Jones,63,True,92,22
3,89,Game Developer,80,,jody.mueller.318@gslingacademy.com,78,False,Jody,female,87,99,318,Mueller,90,False,89,22
7,77,Business Owner,96,,steven.fox.319@gslingacademy.com,71,True,Steven,male,84,88,319,Fox,75,False,51,1
4,89,Software Engineer,76,,taylor.klein.320@gslingacademy.com,83,False,Taylor,female,93,84,320,Klein,95,False,89,26
6,97,Software Engineer,64,,david.barron.321@gslingacademy.com,89,False,David,male,88,75,321,Barron,98,True,85,37
6,99,Doctor,75,,kevin.thompson.322@gslingacademy.com,64,False,Kevin,male,79,61,322,Thompson,74,False,62,34
5,81,Unknown,83,,andrea.walters.323@gslingacademy.com,70,False,Andrea,female,65,76,323,Walters,86,True,81,25
3,79,Unknown,78,,david.wright.324@gslingacademy.com,65,False,David,male,86,81,324,Wright,96,False,95,8
3,79,Unknown,73,,anthony.oconnor.325@gslingacademy.com,93,False,Anthony,male,74,69,325,Oconnor,75,False,85,4
1,74,Lawyer,79,,laura.miller.326@gslingacademy.com,92,True,Laura,female,86,92,326,Miller,74,False,81,26
1,70,Writer,69,,steven.barrett.327@gslingacademy.com,98,True,Steven,male,70,87,327,Barrett,96,False,96,13
1,76,Government Officer,98,,miranda.ruiz.328@gslingacademy.com,77,True,Miranda,female,90,90,328,Ruiz,79,False,62,4
2,66,Lawyer,68,,matthew.anderson.329@gslingacademy.com,91,True,Matthew,male,60,93,329,Anderson,70,False,60,27
5,80,Unknown,87,,kenneth.flores.330@gslingacademy.com,65,False,Kenneth,male,94,91,330,Flores,79,False,62,32
1,88,Software Engineer,66,,sydney.johnson.331@gslingacademy.com,85,False,Sydney,female,60,65,331,Johnson,96,False,93,39
1,78,Designer,61,,carla.lewis.332@gslingacademy.com,86,True,Carla,female,74,72,332,Lewis,90,False,78,19
1,80,Construction Engineer,60,,jeffrey.shannon.333@gslingacademy.com,78,False,Jeffrey,male,96,100,333,Shannon,93,False,88,31
3,98,Teacher,85,,angela.park.334@gslingacademy.com,83,False,Angela,female,73,88,334,Park,69,False,78,25
9,97,Business Owner,62,,brandon.smith.335@gslingacademy.com,60,True,Brandon,male,78,99,335,Smith,71,True,50,0
7,74,Government Officer,65,,kenneth.moody.336@gslingacademy.com,75,False,Kenneth,male,93,85,336,Moody,65,False,78,6
2,97,Government Officer,82,,scott.hughes.337@gslingacademy.com,82,False,Scott,male,93,86,337,Hughes,83,False,88,7
1,67,Lawyer,63,,cody.jimenez.338@gslingacademy.com,90,True,Cody,male,75,97,338,Jimenez,100,False,95,32
5,69,Software Engineer,66,,allen.farmer.339@gslingacademy.com,62,True,Allen,male,100,70,339,Farmer,98,False,90,36
9,84,Business Owner,66,,james.young.340@gslingacademy.com,83,True,James,male,81,98,340,Young,71,False,95,4
5,71,Government Officer,82,,laura.dawson.341@gslingacademy.com,84,False,Laura,female,89,93,341,Dawson,73,False,94,15
2,72,Game Developer,97,,donald.carson.342@gslingacademy.com,77,False,Donald,male,61,83,342,Carson,94,False,83,32
8,71,Lawyer,72,,wayne.lane.343@gslingacademy.com,92,True,Wayne,male,96,99,343,Lane,96,False,61,32
2,93,Construction Engineer,93,,robert.johnson.344@gslingacademy.com,79,False,Robert,male,64,72,344,Johnson,86,False,91,24
1,90,Teacher,60,,melissa.le.345@gslingacademy.com,89,False,Melissa,female,95,80,345,Le,92,False,69,21
10,54,Business Owner,95,,david.rice.346@gslingacademy.com,59,True,David,male,75,52,346,Rice,72,True,76,5
3,100,Banker,76,,dawn.gomez.347@gslingacademy.com,95,False,Dawn,female,68,74,347,Gomez,85,True,65,24
1,74,Designer,99,,ricky.nichols.348@gslingacademy.com,88,True,Ricky,male,86,90,348,Nichols,65,False,68,19
1,86,Writer,87,,henry.pitts.349@gslingacademy.com,94,True,Henry,male,80,88,349,Pitts,64,False,95,15
3,62,Software Engineer,67,,christopher.price.350@gslingacademy.com,66,False,Christopher,male,96,88,350,Price,92,False,86,26
3,75,Teacher,60,,aimee.adams.351@gslingacademy.com,84,False,Aimee,female,61,85,351,Adams,76,False,64,17
1,89,Game Developer,76,,tammy.barry.352@gslingacademy.com,60,False,Tammy,female,85,76,352,Barry,86,False,84,24
1,77,Unknown,83,,ryan.hull.353@gslingacademy.com,93,True,Ryan,male,83,98,353,Hull,95,False,98,14
4,68,Game Developer,94,,samuel.jackson.354@gslingacademy.com,97,False,Samuel,male,61,64,354,Jackson,91,False,83,31
5,91,Construction Engineer,60,,joshua.smith.355@gslingacademy.com,73,False,Joshua,male,88,91,355,Smith,86,False,89,10
6,60,Business Owner,100,,sydney.stevenson.356@gslingacademy.com,52,True,Sydney,female,78,58,356,Stevenson,75,False,58,5
2,88,Unknown,100,,christopher.rios.357@gslingacademy.com,77,False,Christopher,male,62,77,357,Rios,65,False,66,26
2,74,Lawyer,74,,brenda.collins.358@gslingacademy.com,87,True,Brenda,female,67,96,358,Collins,71,False,99,26
2,84,Government Officer,83,,diana.griffin.359@gslingacademy.com,83,False,Diana,female,93,90,359,Griffin,80,False,97,14
7,99,Construction Engineer,77,,gary.gray.360@gslingacademy.com,64,True,Gary,male,83,76,360,Gray,87,False,85,21
2,95,Software Engineer,82,,kimberly.torres.361@gslingacademy.com,70,False,Kimberly,female,87,87,361,Torres,97,False,90,32
0,66,Software Engineer,100,,jeffrey.booker.362@gslingacademy.com,98,False,Jeffrey,male,97,86,362,Booker,98,False,86,37
3,99,Teacher,65,,nicole.buchanan.363@gslingacademy.com,88,False,Nicole,female,98,80,363,Buchanan,92,False,71,28
7,84,Banker,83,,kristin.johnson.364@gslingacademy.com,96,False,Kristin,female,61,76,364,Johnson,89,False,95,33
3,49,Accountant,76,86.0,emily.bell.365@gslingacademy.com,93,False,Emily,female,75,92,365,Bell,95,False,92,15
10,65,Unknown,74,,francis.nelson.366@gslingacademy.com,94,False,Francis,male,96,64,366,Nelson,81,False,67,33
2,96,Designer,67,,tracy.harris.367@gslingacademy.com,85,True,Tracy,male,89,73,367,Harris,70,False,70,16
2,60,Unknown,97,,sheila.sosa.368@gslingacademy.com,79,False,Sheila,female,79,70,368,Sosa,61,False,89,30
7,59,Business Owner,77,,ashley.mendez.369@gslingacademy.com,95,True,Ashley,female,81,53,369,Mendez,71,False,78,2
3,66,Stock Investor,99,,matthew.griffin.370@gslingacademy.com,60,False,Matthew,male,76,83,370,Griffin,86,False,79,4
3,69,Software Engineer,63,,timothy.mann.371@gslingacademy.com,69,False,Timothy,male,81,96,371,Mann,90,False,93,29
7,73,Business Owner,74,,christine.foster.372@gslingacademy.com,77,True,Christine,female,75,55,372,Foster,80,True,87,0
2,99,Business Owner,94,,julie.yates.373@gslingacademy.com,58,True,Julie,female,83,95,373,Yates,73,False,54,4
10,77,Business Owner,78,,william.ballard.374@gslingacademy.com,97,True,William,male,72,65,374,Ballard,82,True,73,0
5,69,Unknown,63,,kristen.adams.375@gslingacademy.com,73,True,Kristen,female,80,72,375,Adams,77,False,81,21
2,71,Writer,91,,chelsea.mitchell.376@gslingacademy.com,96,True,Chelsea,female,90,83,376,Mitchell,77,False,65,29
3,68,Unknown,62,,patrick.everett.377@gslingacademy.com,79,False,Patrick,male,68,94,377,Everett,99,False,94,32
7,76,Unknown,78,,carla.parker.378@gslingacademy.com,63,False,Carla,female,71,69,378,Parker,73,False,94,14
1,60,Lawyer,89,,casey.galvan.379@gslingacademy.com,92,True,Casey,male,93,96,379,Galvan,95,False,96,25
7,93,Unknown,100,,eric.moran.380@gslingacademy.com,63,True,Eric,male,98,79,380,Moran,94,False,92,4
2,76,Stock Investor,65,,tabitha.hudson.381@gslingacademy.com,94,True,Tabitha,female,60,82,381,Hudson,84,False,85,32
2,84,Unknown,91,,lance.salazar.382@gslingacademy.com,74,False,Lance,male,62,83,382,Salazar,66,False,77,7
1,79,Software Engineer,74,,melissa.williamson.383@gslingacademy.com,74,False,Melissa,female,61,79,383,Williamson,94,True,93,35
5,90,Unknown,65,,james.castro.384@gslingacademy.com,92,False,James,male,80,61,384,Castro,81,False,75,3
8,70,Business Owner,67,,joseph.johnson.385@gslingacademy.com,78,True,Joseph,male,73,69,385,Johnson,81,True,69,1
4,63,Writer,77,,gene.woodward.386@gslingacademy.com,96,True,Gene,male,98,85,386,Woodward,77,False,97,23
0,95,Doctor,68,,patricia.watson.387@gslingacademy.com,71,False,Patricia,female,69,83,387,Watson,70,False,78,42
1,100,Scientist,98,,john.carey.388@gslingacademy.com,77,False,John,male,76,98,388,Carey,86,False,92,36
1,66,Business Owner,84,,sara.cochran.389@gslingacademy.com,64,True,Sara,female,74,51,389,Cochran,82,False,70,1
3,86,Software Engineer,71,,jamie.suarez.390@gslingacademy.com,94,True,Jamie,female,89,96,390,Suarez,91,True,90,25
2,94,Doctor,64,,steven.frazier.391@gslingacademy.com,66,False,Steven,male,79,64,391,Frazier,73,False,64,48
4,77,Software Engineer,82,,nicholas.hart.392@gslingacademy.com,72,True,Nicholas,male,72,67,392,Hart,98,False,86,39
6,78,Writer,88,,cheryl.arias.393@gslingacademy.com,91,True,Cheryl,female,85,82,393,Arias,62,False,80,31
7,76,Business Owner,61,,marc.brock.394@gslingacademy.com,58,True,Marc,male,74,65,394,Brock,70,True,67,0
9,66,Business Owner,60,,timothy.perez.395@gslingacademy.com,74,True,Timothy,male,70,86,395,Perez,79,False,97,2
1,86,Lawyer,85,,courtney.rodriguez.396@gslingacademy.com,90,True,Courtney,female,73,93,396,Rodriguez,99,False,68,24
7,56,Business Owner,100,,samantha.clark.397@gslingacademy.com,73,True,Samantha,female,77,65,397,Clark,72,False,97,2
0,80,Software Engineer,61,,francisco.reilly.398@gslingacademy.com,80,False,Francisco,male,84,97,398,Reilly,97,False,88,38
2,79,Government Officer,64,,denise.young.399@gslingacademy.com,77,False,Denise,female,90,88,399,Young,85,False,89,4
4,95,Software Engineer,63,,darrell.williams.400@gslingacademy.com,88,False,Darrell,male,62,87,400,Williams,93,False,89,25
3,96,Stock Investor,100,,andrew.smith.401@gslingacademy.com,77,False,Andrew,male,60,82,401,Smith,81,False,90,16
1,89,Banker,91,,teresa.stafford.402@gslingacademy.com,92,False,Teresa,female,76,92,402,Stafford,84,False,63,20
4,68,Construction Engineer,72,,cory.harris.403@gslingacademy.com,85,False,Cory,male,78,72,403,Harris,86,False,89,28
7,67,Software Engineer,92,,douglas.irwin.404@gslingacademy.com,68,False,Douglas,male,72,79,404,Irwin,99,False,86,37
3,60,Banker,91,,deborah.miller.405@gslingacademy.com,86,False,Deborah,female,62,61,405,Miller,86,False,68,17
